block,trialno,stim1,stim2,matching,mask,duration,nframes,SF,background,staircasenr,rt,acc,contrast
block-1,10,ID04_IM02.bmp,ID02_IM01.bmp,diff,BG02_ID04_IM02_HSF.bmp,150,9,HSF,BG02.bmp,2,0.4989926000016567,0,60.0
block-1,11,ID04_IM02.bmp,ID05_IM06.bmp,diff,BG02_ID04_IM02_HSF.bmp,150,9,HSF,BG02.bmp,2,0.307736599999771,0,60.0
block-1,12,ID01_IM05.bmp,ID01_IM04.bmp,same,BG02_ID01_IM05_HSF.bmp,150,9,HSF,BG02.bmp,2,0.34749599999850034,1,60.0
block-1,13,ID04_IM02.bmp,ID04_IM03.bmp,same,BG01_ID04_IM02_HSF.bmp,150,9,HSF,BG01.bmp,1,0.1977919999990263,1,60.0
block-1,14,ID05_IM06.bmp,ID05_IM03.bmp,same,BG02_ID05_IM06_HSF.bmp,150,9,HSF,BG02.bmp,2,0.18189329999950132,1,60.0
block-1,15,ID05_IM04.bmp,ID03_IM03.bmp,diff,BG02_ID05_IM04_HSF.bmp,150,9,HSF,BG02.bmp,2,0.4196490999966045,0,60.0
block-1,0,ID05_IM01.bmp,ID04_IM05.bmp,diff,BG01_ID05_IM01_HSF.bmp,150,9,HSF,BG01.bmp,1,0.4111479999992298,0,60.0
block-1,1,ID04_IM04.bmp,ID02_IM05.bmp,diff,BG01_ID04_IM04_HSF.bmp,150,9,HSF,BG01.bmp,1,0.19162890000006882,0,60.0
block-1,2,ID05_IM06.bmp,ID02_IM05.bmp,diff,BG01_ID05_IM06_HSF.bmp,150,9,HSF,BG01.bmp,1,0.2376073000014003,0,60.0
block-1,3,ID05_IM03.bmp,ID05_IM01.bmp,same,BG02_ID05_IM03_HSF.bmp,150,9,HSF,BG02.bmp,2,0.1882186000002548,1,60.0
block-1,4,ID01_IM06.bmp,ID01_IM01.bmp,same,BG01_ID01_IM06_HSF.bmp,150,9,HSF,BG01.bmp,1,0.06076980000216281,1,60.0
block-1,5,ID01_IM04.bmp,ID01_IM03.bmp,same,BG02_ID01_IM04_HSF.bmp,150,9,HSF,BG02.bmp,2,0.05093470000065281,1,60.0
block-1,6,ID01_IM01.bmp,ID01_IM02.bmp,same,BG01_ID01_IM01_HSF.bmp,150,9,HSF,BG01.bmp,1,0.10521139999764273,1,60.0
block-1,7,ID05_IM04.bmp,ID05_IM01.bmp,same,BG01_ID05_IM04_HSF.bmp,150,9,HSF,BG01.bmp,1,0.20280859999911627,1,60.0
block-1,8,ID03_IM02.bmp,ID05_IM06.bmp,diff,BG02_ID03_IM02_HSF.bmp,150,9,HSF,BG02.bmp,2,0.26708899999721325,0,60.0
block-1,9,ID01_IM02.bmp,ID04_IM05.bmp,diff,BG01_ID01_IM02_HSF.bmp,150,9,HSF,BG01.bmp,1,0.32826960000238614,0,60.0
block-1,10,ID04_IM02.bmp,ID02_IM01.bmp,diff,BG02_ID04_IM02_HSF.bmp,150,9,HSF,BG02.bmp,2,0.131564300001628,0,60.0
block-1,11,ID04_IM02.bmp,ID05_IM06.bmp,diff,BG02_ID04_IM02_HSF.bmp,150,9,HSF,BG02.bmp,2,0.08400350000010803,0,60.0
block-1,12,ID01_IM05.bmp,ID01_IM04.bmp,same,BG02_ID01_IM05_HSF.bmp,150,9,HSF,BG02.bmp,2,0.10120979999919655,1,60.0
block-1,13,ID04_IM02.bmp,ID04_IM03.bmp,same,BG01_ID04_IM02_HSF.bmp,150,9,HSF,BG01.bmp,1,0.20142979999945965,1,60.0
block-1,14,ID05_IM06.bmp,ID05_IM03.bmp,same,BG02_ID05_IM06_HSF.bmp,150,9,HSF,BG02.bmp,2,0.40947940000114613,1,60.0
block-1,15,ID05_IM04.bmp,ID03_IM03.bmp,diff,BG02_ID05_IM04_HSF.bmp,150,9,HSF,BG02.bmp,2,0.3031117999998969,0,60.0
block-1,0,ID05_IM01.bmp,ID04_IM05.bmp,diff,BG01_ID05_IM01_HSF.bmp,150,9,HSF,BG01.bmp,1,0.2510333000027458,0,60.0
block-1,1,ID04_IM04.bmp,ID02_IM05.bmp,diff,BG01_ID04_IM04_HSF.bmp,150,9,HSF,BG01.bmp,1,0.11887960000240128,0,60.0
block-1,2,ID05_IM06.bmp,ID02_IM05.bmp,diff,BG01_ID05_IM06_HSF.bmp,150,9,HSF,BG01.bmp,1,0.4550269000028493,0,60.0
block-1,3,ID05_IM03.bmp,ID05_IM01.bmp,same,BG02_ID05_IM03_HSF.bmp,150,9,HSF,BG02.bmp,2,0.28479000000152155,1,60.0
block-1,4,ID01_IM06.bmp,ID01_IM01.bmp,same,BG01_ID01_IM06_HSF.bmp,150,9,HSF,BG01.bmp,1,0.29734190000090166,1,60.0
block-1,5,ID01_IM04.bmp,ID01_IM03.bmp,same,BG02_ID01_IM04_HSF.bmp,150,9,HSF,BG02.bmp,2,0.3416470999982266,1,60.0
block-1,6,ID01_IM01.bmp,ID01_IM02.bmp,same,BG01_ID01_IM01_HSF.bmp,150,9,HSF,BG01.bmp,1,0.2568186999997124,1,60.0
block-1,7,ID05_IM04.bmp,ID05_IM01.bmp,same,BG01_ID05_IM04_HSF.bmp,150,9,HSF,BG01.bmp,1,0.30003860000215354,1,60.0
block-1,8,ID03_IM02.bmp,ID05_IM06.bmp,diff,BG02_ID03_IM02_HSF.bmp,150,9,HSF,BG02.bmp,2,0.20080650000090827,0,60.0
block-1,9,ID01_IM02.bmp,ID04_IM05.bmp,diff,BG01_ID01_IM02_HSF.bmp,150,9,HSF,BG01.bmp,1,0.13644829999975627,0,60.0
block-1,10,ID04_IM02.bmp,ID02_IM01.bmp,diff,BG02_ID04_IM02_HSF.bmp,150,9,HSF,BG02.bmp,2,0.13940269999875454,0,60.0
block-1,11,ID04_IM02.bmp,ID05_IM06.bmp,diff,BG02_ID04_IM02_HSF.bmp,150,9,HSF,BG02.bmp,2,0.17033330000049318,0,60.0
block-1,12,ID01_IM05.bmp,ID01_IM04.bmp,same,BG02_ID01_IM05_HSF.bmp,150,9,HSF,BG02.bmp,2,0.16798779999953695,1,60.0
block-1,13,ID04_IM02.bmp,ID04_IM03.bmp,same,BG01_ID04_IM02_HSF.bmp,150,9,HSF,BG01.bmp,1,0.1534484000003431,1,60.0
block-1,14,ID05_IM06.bmp,ID05_IM03.bmp,same,BG02_ID05_IM06_HSF.bmp,150,9,HSF,BG02.bmp,2,0.5395418999978574,1,60.0
block-1,15,ID05_IM04.bmp,ID03_IM03.bmp,diff,BG02_ID05_IM04_HSF.bmp,150,9,HSF,BG02.bmp,2,0.39526739999928395,0,60.0
