block,trialno,stim1,stim2,matching,mask,duration,nframes,SF,background,staircasenr,rt,acc,contrast
block-1,0,ID05_IM03.bmp,ID05_IM06.bmp,same,BG02_ID05_IM03_HSF.bmp,150,9,HSF,BG02.bmp,2,1.6021168000006583,1,33.00978026836224
block-1,1,ID02_IM04.bmp,ID01_IM05.bmp,diff,BG02_ID02_IM04_HSF.bmp,150,9,HSF,BG02.bmp,2,1.05612610001117,0,33.00978026836224
