block,trialno,stim1,stim2,matching,mask,duration,nframes,SF,background,staircasenr,rt,acc,contrast
block-1,9,ID04_IM01.bmp,ID04_IM05.bmp,same,BG02_ID04_IM01_HSF.bmp,150,9,HSF,BG02.bmp,2,0.19583309999870835,1,60.0
block-1,10,ID03_IM03.bmp,ID02_IM03.bmp,diff,BG02_ID03_IM03_HSF.bmp,150,9,HSF,BG02.bmp,2,0.5789906999998493,0,60.0
block-1,11,ID03_IM02.bmp,ID03_IM01.bmp,same,BG02_ID03_IM02_HSF.bmp,150,9,HSF,BG02.bmp,2,0.03409730000203126,1,60.0
block-1,12,ID02_IM01.bmp,ID01_IM01.bmp,diff,BG01_ID02_IM01_HSF.bmp,150,9,HSF,BG01.bmp,1,0.08961769999950775,0,60.0
block-1,13,ID03_IM04.bmp,ID03_IM03.bmp,same,BG02_ID03_IM04_HSF.bmp,150,9,HSF,BG02.bmp,2,0.4792507999991358,1,60.0
block-1,14,ID05_IM03.bmp,ID04_IM06.bmp,diff,BG02_ID05_IM03_HSF.bmp,150,9,HSF,BG02.bmp,2,0.14626639999914914,0,60.0
block-1,15,ID04_IM03.bmp,ID04_IM06.bmp,same,BG02_ID04_IM03_HSF.bmp,150,9,HSF,BG02.bmp,2,0.3878866000013659,1,60.0
block-1,0,ID02_IM03.bmp,ID05_IM05.bmp,diff,BG01_ID02_IM03_HSF.bmp,150,9,HSF,BG01.bmp,1,0.26918640000076266,0,60.0
block-1,1,ID03_IM04.bmp,ID03_IM03.bmp,same,BG01_ID03_IM04_HSF.bmp,150,9,HSF,BG01.bmp,1,0.32924569999886444,1,60.0
block-1,2,ID04_IM01.bmp,ID03_IM03.bmp,diff,BG01_ID04_IM01_HSF.bmp,150,9,HSF,BG01.bmp,1,0.25799199999892153,0,60.0
block-1,3,ID04_IM03.bmp,ID04_IM04.bmp,same,BG01_ID04_IM03_HSF.bmp,150,9,HSF,BG01.bmp,1,0.12468540000190842,1,60.0
block-1,4,ID01_IM04.bmp,ID01_IM02.bmp,same,BG01_ID01_IM04_HSF.bmp,150,9,HSF,BG01.bmp,1,0.3503000999990036,1,60.0
block-1,5,ID03_IM06.bmp,ID05_IM04.bmp,diff,BG01_ID03_IM06_HSF.bmp,150,9,HSF,BG01.bmp,1,0.2939769000004162,0,60.0
block-1,6,ID01_IM02.bmp,ID03_IM01.bmp,diff,BG02_ID01_IM02_HSF.bmp,150,9,HSF,BG02.bmp,2,0.13152599999739323,0,60.0
block-1,7,ID05_IM04.bmp,ID05_IM05.bmp,same,BG01_ID05_IM04_HSF.bmp,150,9,HSF,BG01.bmp,1,0.19941190000099596,1,60.0
block-1,8,ID02_IM01.bmp,ID01_IM01.bmp,diff,BG02_ID02_IM01_HSF.bmp,150,9,HSF,BG02.bmp,2,0.0086327999997593,0,60.0
block-1,9,ID04_IM01.bmp,ID04_IM05.bmp,same,BG02_ID04_IM01_HSF.bmp,150,9,HSF,BG02.bmp,2,0.12678170000071987,1,60.0
block-1,10,ID03_IM03.bmp,ID02_IM03.bmp,diff,BG02_ID03_IM03_HSF.bmp,150,9,HSF,BG02.bmp,2,0.08016909999787458,0,60.0
block-1,11,ID03_IM02.bmp,ID03_IM01.bmp,same,BG02_ID03_IM02_HSF.bmp,150,9,HSF,BG02.bmp,2,0.3868135999982769,1,60.0
block-1,12,ID02_IM01.bmp,ID01_IM01.bmp,diff,BG01_ID02_IM01_HSF.bmp,150,9,HSF,BG01.bmp,1,0.1409395000009681,0,60.0
block-1,13,ID03_IM04.bmp,ID03_IM03.bmp,same,BG02_ID03_IM04_HSF.bmp,150,9,HSF,BG02.bmp,2,0.32016199999998207,1,60.0
block-1,14,ID05_IM03.bmp,ID04_IM06.bmp,diff,BG02_ID05_IM03_HSF.bmp,150,9,HSF,BG02.bmp,2,0.1838619000009203,0,60.0
block-1,15,ID04_IM03.bmp,ID04_IM06.bmp,same,BG02_ID04_IM03_HSF.bmp,150,9,HSF,BG02.bmp,2,0.16734989999895333,1,60.0
block-1,0,ID02_IM03.bmp,ID05_IM05.bmp,diff,BG01_ID02_IM03_HSF.bmp,150,9,HSF,BG01.bmp,1,0.1382207999995444,0,60.0
block-1,1,ID03_IM04.bmp,ID03_IM03.bmp,same,BG01_ID03_IM04_HSF.bmp,150,9,HSF,BG01.bmp,1,0.18727189999844995,1,60.0
block-1,2,ID04_IM01.bmp,ID03_IM03.bmp,diff,BG01_ID04_IM01_HSF.bmp,150,9,HSF,BG01.bmp,1,0.10568839999905322,0,60.0
block-1,3,ID04_IM03.bmp,ID04_IM04.bmp,same,BG01_ID04_IM03_HSF.bmp,150,9,HSF,BG01.bmp,1,0.42582929999844055,1,60.0
block-1,4,ID01_IM04.bmp,ID01_IM02.bmp,same,BG01_ID01_IM04_HSF.bmp,150,9,HSF,BG01.bmp,1,0.031191199999739183,1,60.0
block-1,5,ID03_IM06.bmp,ID05_IM04.bmp,diff,BG01_ID03_IM06_HSF.bmp,150,9,HSF,BG01.bmp,1,0.18055829999866546,0,60.0
block-1,6,ID01_IM02.bmp,ID03_IM01.bmp,diff,BG02_ID01_IM02_HSF.bmp,150,9,HSF,BG02.bmp,2,0.15019719999691006,0,60.0
block-1,7,ID05_IM04.bmp,ID05_IM05.bmp,same,BG01_ID05_IM04_HSF.bmp,150,9,HSF,BG01.bmp,1,0.21771950000038487,1,60.0
block-1,8,ID02_IM01.bmp,ID01_IM01.bmp,diff,BG02_ID02_IM01_HSF.bmp,150,9,HSF,BG02.bmp,2,0.18668830000024172,0,60.0
block-1,9,ID04_IM01.bmp,ID04_IM05.bmp,same,BG02_ID04_IM01_HSF.bmp,150,9,HSF,BG02.bmp,2,0.33031259999916074,1,60.0
block-1,10,ID03_IM03.bmp,ID02_IM03.bmp,diff,BG02_ID03_IM03_HSF.bmp,150,9,HSF,BG02.bmp,2,0.27508039999884204,0,60.0
block-1,11,ID03_IM02.bmp,ID03_IM01.bmp,same,BG02_ID03_IM02_HSF.bmp,150,9,HSF,BG02.bmp,2,0.2065805000020191,1,60.0
block-1,12,ID02_IM01.bmp,ID01_IM01.bmp,diff,BG01_ID02_IM01_HSF.bmp,150,9,HSF,BG01.bmp,1,0.27096769999843673,0,60.0
block-1,13,ID03_IM04.bmp,ID03_IM03.bmp,same,BG02_ID03_IM04_HSF.bmp,150,9,HSF,BG02.bmp,2,0.2051516999999876,1,60.0
block-1,14,ID05_IM03.bmp,ID04_IM06.bmp,diff,BG02_ID05_IM03_HSF.bmp,150,9,HSF,BG02.bmp,2,0.12354540000160341,0,60.0
block-1,15,ID04_IM03.bmp,ID04_IM06.bmp,same,BG02_ID04_IM03_HSF.bmp,150,9,HSF,BG02.bmp,2,0.12435539999933098,1,60.0
