block,trialno,stim1,stim2,matching,mask,duration,nframes,SF,background,staircasenr,rt,acc,contrast
block-1,0,ID01_IM06.bmp,ID02_IM01.bmp,diff,BG01_ID01_IM06_HSF.bmp,150,9,HSF,BG01.bmp,1,3.3827503000065917,0,33.00978026836224
block-1,1,ID05_IM01.bmp,ID04_IM02.bmp,diff,BG02_ID05_IM01_HSF.bmp,150,9,HSF,BG02.bmp,2,0.8162461000028998,0,33.00978026836224
block-1,2,ID01_IM03.bmp,ID04_IM02.bmp,diff,BG02_ID01_IM03_HSF.bmp,150,9,HSF,BG02.bmp,2,0.6238331999920774,0,33.80827233696996
block-1,3,ID01_IM04.bmp,ID04_IM05.bmp,diff,BG02_ID01_IM04_HSF.bmp,150,9,HSF,BG02.bmp,2,2.465118899999652,0,35.463669215708045
